,Date,Year,Day,Week,Set,TimeDeployed,Count,ProportionFemale,MeanCPUE,TotalCatch,DailyWTMP,DailyPRES,DailyWSPD
1601,11/9/2006,2006,313,45,1,,41,NA,109,543,23.82083333,1004.775,8.658333333
1602,11/9/2006,2006,313,45,2,,114,NA,109,543,23.82083333,1004.775,8.658333333
1603,11/9/2006,2006,313,45,3,,53,NA,109,543,23.82083333,1004.775,8.658333333
1604,11/9/2006,2006,313,45,4,,66,NA,109,543,23.82083333,1004.775,8.658333333
1605,11/9/2006,2006,313,45,5,,269,NA,109,543,23.82083333,1004.775,8.658333333
905,10/9/2007,2007,282,41,1,,100,NA,78,465,27.42916667,1014.0625,5.7625
903,10/9/2007,2007,282,41,2,,41,NA,78,465,27.42916667,1014.0625,5.7625
904,10/9/2007,2007,282,41,3,,10,NA,78,465,27.42916667,1014.0625,5.7625
900,10/9/2007,2007,282,41,4,,42,NA,78,465,27.42916667,1014.0625,5.7625
906,10/9/2007,2007,282,41,5,,141,NA,78,465,27.42916667,1014.0625,5.7625
902,10/9/2007,2007,282,41,6,,131,NA,78,465,27.42916667,1014.0625,5.7625
238,10/17/2007,2007,290,42,1,,46,NA,39,232,26.69166667,1018.116667,4.3
240,10/17/2007,2007,290,42,2,,53,NA,39,232,26.69166667,1018.116667,4.3
242,10/17/2007,2007,290,42,3,,18,NA,39,232,26.69166667,1018.116667,4.3
241,10/17/2007,2007,290,42,4,,12,NA,39,232,26.69166667,1018.116667,4.3
239,10/17/2007,2007,290,42,5,,99,NA,39,232,26.69166667,1018.116667,4.3
237,10/17/2007,2007,290,42,6,,4,NA,39,232,26.69166667,1018.116667,4.3
528,10/24/2007,2007,297,43,1,,247,NA,305,1828,26.325,1011.3375,9.375
529,10/24/2007,2007,297,43,2,,204,NA,305,1828,26.325,1011.3375,9.375
533,10/24/2007,2007,297,43,3,,592,NA,305,1828,26.325,1011.3375,9.375
527,10/24/2007,2007,297,43,4,,449,NA,305,1828,26.325,1011.3375,9.375
531,10/24/2007,2007,297,43,5,,62,NA,305,1828,26.325,1011.3375,9.375
530,10/24/2007,2007,297,43,6,,274,NA,305,1828,26.325,1011.3375,9.375
948,11/1/2007,2007,305,44,1,,313,NA,427,2137,24.86521739,1016.813043,7.769565217
952,11/1/2007,2007,305,44,2,,205,NA,427,2137,24.86521739,1016.813043,7.769565217
953,11/1/2007,2007,305,44,3,,1194,NA,427,2137,24.86521739,1016.813043,7.769565217
951,11/1/2007,2007,305,44,4,,304,NA,427,2137,24.86521739,1016.813043,7.769565217
949,11/1/2007,2007,305,44,5,,121,NA,427,2137,24.86521739,1016.813043,7.769565217
1530,11/7/2007,2007,311,45,1,,8,NA,16,80,22.80416667,1018.8625,9.941666667
1524,11/7/2007,2007,311,45,2,,51,NA,16,80,22.80416667,1018.8625,9.941666667
1525,11/7/2007,2007,311,45,3,,0,NA,16,80,22.80416667,1018.8625,9.941666667
1528,11/7/2007,2007,311,45,4,,1,NA,16,80,22.80416667,1018.8625,9.941666667
1529,11/7/2007,2007,311,45,5,,20,NA,16,80,22.80416667,1018.8625,9.941666667
909,10/9/2008,2008,283,41,1,,48,NA,150,902,25.44583333,1015.579167,7.175
907,10/9/2008,2008,283,41,2,,85,NA,150,902,25.44583333,1015.579167,7.175
911,10/9/2008,2008,283,41,3,,96,NA,150,902,25.44583333,1015.579167,7.175
912,10/9/2008,2008,283,41,4,,37,NA,150,902,25.44583333,1015.579167,7.175
908,10/9/2008,2008,283,41,5,,483,NA,150,902,25.44583333,1015.579167,7.175
910,10/9/2008,2008,283,41,6,,153,NA,150,902,25.44583333,1015.579167,7.175
171,10/15/2008,2008,289,42,1,,264,NA,56,334,25.95833333,1020.754167,3.475
169,10/15/2008,2008,289,42,2,,2,NA,56,334,25.95833333,1020.754167,3.475
167,10/15/2008,2008,289,42,3,,19,NA,56,334,25.95833333,1020.754167,3.475
173,10/15/2008,2008,289,42,4,,0,NA,56,334,25.95833333,1020.754167,3.475
168,10/15/2008,2008,289,42,5,,20,NA,56,334,25.95833333,1020.754167,3.475
172,10/15/2008,2008,289,42,6,,29,NA,56,334,25.95833333,1020.754167,3.475
466,10/22/2008,2008,296,43,1,,678,NA,321,1923,23.07083333,1022.491667,8.4625
472,10/22/2008,2008,296,43,2,,234,NA,321,1923,23.07083333,1022.491667,8.4625
471,10/22/2008,2008,296,43,3,,264,NA,321,1923,23.07083333,1022.491667,8.4625
470,10/22/2008,2008,296,43,4,,506,NA,321,1923,23.07083333,1022.491667,8.4625
467,10/22/2008,2008,296,43,5,,108,NA,321,1923,23.07083333,1022.491667,8.4625
469,10/22/2008,2008,296,43,6,,133,NA,321,1923,23.07083333,1022.491667,8.4625
767,10/30/2008,2008,304,44,1,,5,NA,22,131,21.71666667,1027.441667,9.1125
763,10/30/2008,2008,304,44,2,,118,NA,22,131,21.71666667,1027.441667,9.1125
764,10/30/2008,2008,304,44,3,,0,NA,22,131,21.71666667,1027.441667,9.1125
765,10/30/2008,2008,304,44,4,,1,NA,22,131,21.71666667,1027.441667,9.1125
769,10/30/2008,2008,304,44,5,,1,NA,22,131,21.71666667,1027.441667,9.1125
766,10/30/2008,2008,304,44,6,,6,NA,22,131,21.71666667,1027.441667,9.1125
1436,11/5/2008,2008,310,45,1,,375,NA,96,577,22.55,1012.354167,9.8625
1437,11/5/2008,2008,310,45,2,,37,NA,96,577,22.55,1012.354167,9.8625
1435,11/5/2008,2008,310,45,3,,93,NA,96,577,22.55,1012.354167,9.8625
1440,11/5/2008,2008,310,45,4,,63,NA,96,577,22.55,1012.354167,9.8625
1441,11/5/2008,2008,310,45,5,,8,NA,96,577,22.55,1012.354167,9.8625
1438,11/5/2008,2008,310,45,6,,1,NA,96,577,22.55,1012.354167,9.8625
1074,11/13/2008,2008,318,46,1,,44,NA,11,67,24.29166667,1016.645833,10.47916667
1073,11/13/2008,2008,318,46,2,,8,NA,11,67,24.29166667,1016.645833,10.47916667
1077,11/13/2008,2008,318,46,3,,5,NA,11,67,24.29166667,1016.645833,10.47916667
1072,11/13/2008,2008,318,46,4,,4,NA,11,67,24.29166667,1016.645833,10.47916667
1075,11/13/2008,2008,318,46,5,,5,NA,11,67,24.29166667,1016.645833,10.47916667
1076,11/13/2008,2008,318,46,6,,1,NA,11,67,24.29166667,1016.645833,10.47916667
842,10/7/2009,2009,280,41,1,,1,NA,68,407,26.8625,1012.758333,9.6375
840,10/7/2009,2009,280,41,2,,76,NA,68,407,26.8625,1012.758333,9.6375
841,10/7/2009,2009,280,41,3,,163,NA,68,407,26.8625,1012.758333,9.6375
839,10/7/2009,2009,280,41,4,,156,NA,68,407,26.8625,1012.758333,9.6375
843,10/7/2009,2009,280,41,5,,0,NA,68,407,26.8625,1012.758333,9.6375
844,10/7/2009,2009,280,41,6,,11,NA,68,407,26.8625,1012.758333,9.6375
139,10/14/2009,2009,287,42,1,,0,NA,113,680,25.50416667,1016.904167,6.6125
135,10/14/2009,2009,287,42,2,,262,NA,113,680,25.50416667,1016.904167,6.6125
138,10/14/2009,2009,287,42,3,,25,NA,113,680,25.50416667,1016.904167,6.6125
134,10/14/2009,2009,287,42,4,,175,NA,113,680,25.50416667,1016.904167,6.6125
133,10/14/2009,2009,287,42,5,,158,NA,113,680,25.50416667,1016.904167,6.6125
137,10/14/2009,2009,287,42,6,,60,NA,113,680,25.50416667,1016.904167,6.6125
396,10/21/2009,2009,294,43,1,,362,NA,257,1541,23.84583333,1023.75,3.154166667
400,10/21/2009,2009,294,43,2,,350,NA,257,1541,23.84583333,1023.75,3.154166667
401,10/21/2009,2009,294,43,3,,292,NA,257,1541,23.84583333,1023.75,3.154166667
397,10/21/2009,2009,294,43,4,,154,NA,257,1541,23.84583333,1023.75,3.154166667
402,10/21/2009,2009,294,43,5,,243,NA,257,1541,23.84583333,1023.75,3.154166667
398,10/21/2009,2009,294,43,6,,140,NA,257,1541,23.84583333,1023.75,3.154166667
722,10/29/2009,2009,302,44,1,,20,NA,163,980,25.025,1018.5375,7.233333333
727,10/29/2009,2009,302,44,2,,23,NA,163,980,25.025,1018.5375,7.233333333
723,10/29/2009,2009,302,44,3,,360,NA,163,980,25.025,1018.5375,7.233333333
724,10/29/2009,2009,302,44,4,,359,NA,163,980,25.025,1018.5375,7.233333333
725,10/29/2009,2009,302,44,5,,164,NA,163,980,25.025,1018.5375,7.233333333
728,10/29/2009,2009,302,44,6,,54,NA,163,980,25.025,1018.5375,7.233333333
1393,11/4/2009,2009,308,45,1,,7,NA,108,645,24.33478261,1022.669565,6.126086957
1396,11/4/2009,2009,308,45,2,,20,NA,108,645,24.33478261,1022.669565,6.126086957
1394,11/4/2009,2009,308,45,3,,124,NA,108,645,24.33478261,1022.669565,6.126086957
1395,11/4/2009,2009,308,45,4,,418,NA,108,645,24.33478261,1022.669565,6.126086957
1397,11/4/2009,2009,308,45,5,,50,NA,108,645,24.33478261,1022.669565,6.126086957
1398,11/4/2009,2009,308,45,6,,26,NA,108,645,24.33478261,1022.669565,6.126086957
1038,11/12/2009,2009,316,46,1,,3,NA,5,27,23.7875,1000.116667,10.36666667
1043,11/12/2009,2009,316,46,2,,6,NA,5,27,23.7875,1000.116667,10.36666667
1040,11/12/2009,2009,316,46,3,,3,NA,5,27,23.7875,1000.116667,10.36666667
1041,11/12/2009,2009,316,46,4,,0,NA,5,27,23.7875,1000.116667,10.36666667
1042,11/12/2009,2009,316,46,5,,15,NA,5,27,23.7875,1000.116667,10.36666667
825,10/6/2010,2010,279,41,1,,17,NA,182,1090,25.57916667,1019.095833,6.795833333
828,10/6/2010,2010,279,41,2,,248,NA,182,1090,25.57916667,1019.095833,6.795833333
826,10/6/2010,2010,279,41,3,,325,NA,182,1090,25.57916667,1019.095833,6.795833333
830,10/6/2010,2010,279,41,4,,265,NA,182,1090,25.57916667,1019.095833,6.795833333
831,10/6/2010,2010,279,41,5,,107,NA,182,1090,25.57916667,1019.095833,6.795833333
829,10/6/2010,2010,279,41,6,,128,NA,182,1090,25.57916667,1019.095833,6.795833333
91,10/13/2010,2010,286,42,1,,191,NA,258,1549,25.76666667,1014.691667,5.725
95,10/13/2010,2010,286,42,2,,1115,NA,258,1549,25.76666667,1014.691667,5.725
93,10/13/2010,2010,286,42,3,,30,NA,258,1549,25.76666667,1014.691667,5.725
92,10/13/2010,2010,286,42,4,,0,NA,258,1549,25.76666667,1014.691667,5.725
94,10/13/2010,2010,286,42,5,,37,NA,258,1549,25.76666667,1014.691667,5.725
97,10/13/2010,2010,286,42,6,,176,NA,258,1549,25.76666667,1014.691667,5.725
366,10/20/2010,2010,293,43,1,,168,NA,509,3055,25.64166667,1012.654167,6.5375
361,10/20/2010,2010,293,43,2,,226,NA,509,3055,25.64166667,1012.654167,6.5375
367,10/20/2010,2010,293,43,3,,243,NA,509,3055,25.64166667,1012.654167,6.5375
365,10/20/2010,2010,293,43,4,,365,NA,509,3055,25.64166667,1012.654167,6.5375
364,10/20/2010,2010,293,43,5,,485,NA,509,3055,25.64166667,1012.654167,6.5375
363,10/20/2010,2010,293,43,6,,1568,NA,509,3055,25.64166667,1012.654167,6.5375
625,10/27/2010,2010,300,44,1,,869,0.5,388,2328,25.2875,1018.8125,7.525
626,10/27/2010,2010,300,44,2,,589,0.58,388,2328,25.2875,1018.8125,7.525
628,10/27/2010,2010,300,44,3,,99,0.48,388,2328,25.2875,1018.8125,7.525
629,10/27/2010,2010,300,44,4,,253,0.4,388,2328,25.2875,1018.8125,7.525
630,10/27/2010,2010,300,44,5,,181,0.35,388,2328,25.2875,1018.8125,7.525
627,10/27/2010,2010,300,44,6,,337,0.43,388,2328,25.2875,1018.8125,7.525
1353,11/3/2010,2010,307,45,1,,131,0.48,33,200,24.675,1016.583333,9.558333333
1351,11/3/2010,2010,307,45,2,,22,0.45,33,200,24.675,1016.583333,9.558333333
1352,11/3/2010,2010,307,45,3,,6,0.67,33,200,24.675,1016.583333,9.558333333
1356,11/3/2010,2010,307,45,4,,7,0.43,33,200,24.675,1016.583333,9.558333333
1354,11/3/2010,2010,307,45,5,,0,NA,33,200,24.675,1016.583333,9.558333333
1355,11/3/2010,2010,307,45,6,,34,0.47,33,200,24.675,1016.583333,9.558333333
976,11/10/2010,2010,314,46,1,,1,1,27,163,23.9375,1017.179167,5.116666667
979,11/10/2010,2010,314,46,2,,5,0.6,27,163,23.9375,1017.179167,5.116666667
977,11/10/2010,2010,314,46,3,,0,NA,27,163,23.9375,1017.179167,5.116666667
980,11/10/2010,2010,314,46,4,,49,0.57,27,163,23.9375,1017.179167,5.116666667
981,11/10/2010,2010,314,46,5,,61,0.52,27,163,23.9375,1017.179167,5.116666667
982,11/10/2010,2010,314,46,6,,47,0.6,27,163,23.9375,1017.179167,5.116666667
65,10/12/2011,2011,285,42,1,,1,NA,8,45,25.34166667,1009.958333,4.154166667
69,10/12/2011,2011,285,42,2,,14,NA,8,45,25.34166667,1009.958333,4.154166667
67,10/12/2011,2011,285,42,3,,5,NA,8,45,25.34166667,1009.958333,4.154166667
64,10/12/2011,2011,285,42,4,,9,NA,8,45,25.34166667,1009.958333,4.154166667
63,10/12/2011,2011,285,42,5,,9,NA,8,45,25.34166667,1009.958333,4.154166667
68,10/12/2011,2011,285,42,6,,7,NA,8,45,25.34166667,1009.958333,4.154166667
323,10/19/2011,2011,292,43,1,,26,NA,42,254,25.17826087,998.7958333,10.18333333
321,10/19/2011,2011,292,43,2,,36,NA,42,254,25.17826087,998.7958333,10.18333333
325,10/19/2011,2011,292,43,3,,55,NA,42,254,25.17826087,998.7958333,10.18333333
324,10/19/2011,2011,292,43,4,,6,NA,42,254,25.17826087,998.7958333,10.18333333
319,10/19/2011,2011,292,43,5,,9,NA,42,254,25.17826087,998.7958333,10.18333333
322,10/19/2011,2011,292,43,6,,122,NA,42,254,25.17826087,998.7958333,10.18333333
637,10/27/2011,2011,300,44,1,,99,NA,162,974,23.44347826,1014.621739,4.343478261
632,10/27/2011,2011,300,44,2,,85,NA,162,974,23.44347826,1014.621739,4.343478261
638,10/27/2011,2011,300,44,3,,265,NA,162,974,23.44347826,1014.621739,4.343478261
634,10/27/2011,2011,300,44,4,,125,NA,162,974,23.44347826,1014.621739,4.343478261
635,10/27/2011,2011,300,44,5,,260,NA,162,974,23.44347826,1014.621739,4.343478261
636,10/27/2011,2011,300,44,6,,140,NA,162,974,23.44347826,1014.621739,4.343478261
1218,11/2/2011,2011,306,45,1,,54,NA,253,1516,23.75,1025.908333,8.391666667
1219,11/2/2011,2011,306,45,2,,96,NA,253,1516,23.75,1025.908333,8.391666667
1220,11/2/2011,2011,306,45,3,,803,NA,253,1516,23.75,1025.908333,8.391666667
1221,11/2/2011,2011,306,45,4,,256,NA,253,1516,23.75,1025.908333,8.391666667
1222,11/2/2011,2011,306,45,5,,122,NA,253,1516,23.75,1025.908333,8.391666667
1223,11/2/2011,2011,306,45,6,,185,NA,253,1516,23.75,1025.908333,8.391666667
988,11/10/2011,2011,314,46,1,,10,NA,103,620,23.96666667,1012.154167,6.233333333
983,11/10/2011,2011,314,46,2,,3,NA,103,620,23.96666667,1012.154167,6.233333333
989,11/10/2011,2011,314,46,3,,20,NA,103,620,23.96666667,1012.154167,6.233333333
987,11/10/2011,2011,314,46,4,,93,NA,103,620,23.96666667,1012.154167,6.233333333
984,11/10/2011,2011,314,46,5,,272,NA,103,620,23.96666667,1012.154167,6.233333333
985,11/10/2011,2011,314,46,6,,222,NA,103,620,23.96666667,1012.154167,6.233333333
13,10/10/2012,2012,284,41,1,,436,0.53,519,3112,26.84166667,1014.904167,5.3125
9,10/10/2012,2012,284,41,2,,480,0.25,519,3112,26.84166667,1014.904167,5.3125
11,10/10/2012,2012,284,41,3,,544,0.43,519,3112,26.84166667,1014.904167,5.3125
14,10/10/2012,2012,284,41,4,,432,0.38,519,3112,26.84166667,1014.904167,5.3125
12,10/10/2012,2012,284,41,5,,1217,0.18,519,3112,26.84166667,1014.904167,5.3125
10,10/10/2012,2012,284,41,6,,3,NA,519,3112,26.84166667,1014.904167,5.3125
246,10/17/2012,2012,291,42,1,,742,0.63,1036,5245,27.15,1013.041667,5.05
244,10/17/2012,2012,291,42,2,,387,0.5,1036,5245,27.15,1013.041667,5.05
248,10/17/2012,2012,291,42,3,,590,0.53,1036,5245,27.15,1013.041667,5.05
249,10/17/2012,2012,291,42,4,,3143,0.38,1036,5245,27.15,1013.041667,5.05
247,10/17/2012,2012,291,42,5,,318,0.55,1036,5245,27.15,1013.041667,5.05
537,10/24/2012,2012,298,43,1,,18,0.67,168,1005,26.54583333,1021.654167,2.191666667
539,10/24/2012,2012,298,43,2,,251,0.62,168,1005,26.54583333,1021.654167,2.191666667
538,10/24/2012,2012,298,43,3,,151,0.45,168,1005,26.54583333,1021.654167,2.191666667
540,10/24/2012,2012,298,43,4,,29,0.52,168,1005,26.54583333,1021.654167,2.191666667
534,10/24/2012,2012,298,43,5,,556,0.79,168,1005,26.54583333,1021.654167,2.191666667
535,10/24/2012,2012,298,43,6,,0,NA,168,1005,26.54583333,1021.654167,2.191666667
770,10/30/2012,2012,304,44,1,,273,0.55,210,1259,25.15,997.1041667,NA
771,10/30/2012,2012,304,44,2,,86,0.55,210,1259,25.15,997.1041667,NA
772,10/30/2012,2012,304,44,3,,249,0.48,210,1259,25.15,997.1041667,NA
773,10/30/2012,2012,304,44,4,,117,0.53,210,1259,25.15,997.1041667,NA
774,10/30/2012,2012,304,44,5,,240,0.55,210,1259,25.15,997.1041667,NA
775,10/30/2012,2012,304,44,6,,294,0.53,210,1259,25.15,997.1041667,NA
1532,11/7/2012,2012,312,45,1,,55,NA,20,122,24.02916667,1002.35,NA
1533,11/7/2012,2012,312,45,2,,1,NA,20,122,24.02916667,1002.35,NA
1534,11/7/2012,2012,312,45,3,,3,NA,20,122,24.02916667,1002.35,NA
1535,11/7/2012,2012,312,45,4,,30,NA,20,122,24.02916667,1002.35,NA
1536,11/7/2012,2012,312,45,5,,30,NA,20,122,24.02916667,1002.35,NA
1537,11/7/2012,2012,312,45,6,,3,NA,20,122,24.02916667,1002.35,NA
874,10/8/2013,2013,281,41,1,7:30,30,0.53,77,464,26.82608696,1012.621739,6.360869565
875,10/8/2013,2013,281,41,2,8:29,9,0.33,77,464,26.82608696,1012.621739,6.360869565
876,10/8/2013,2013,281,41,3,9:39,30,0.57,77,464,26.82608696,1012.621739,6.360869565
877,10/8/2013,2013,281,41,4,10:42,37,0.35,77,464,26.82608696,1012.621739,6.360869565
873,10/8/2013,2013,281,41,5,11:43,124,0.28,77,464,26.82608696,1012.621739,6.360869565
878,10/8/2013,2013,281,41,6,12:43,234,0.33,77,464,26.82608696,1012.621739,6.360869565
220,10/16/2013,2013,289,42,1,8:21,28,0.5,82,494,26.74166667,1012.620833,3.225
218,10/16/2013,2013,289,42,2,9:44,42,0.45,82,494,26.74166667,1012.620833,3.225
217,10/16/2013,2013,289,42,3,10:51,131,0.38,82,494,26.74166667,1012.620833,3.225
222,10/16/2013,2013,289,42,4,11:58,23,0.22,82,494,26.74166667,1012.620833,3.225
216,10/16/2013,2013,289,42,5,13:26,122,0.4,82,494,26.74166667,1012.620833,3.225
221,10/16/2013,2013,289,42,6,14:20,148,0.6,82,494,26.74166667,1012.620833,3.225
500,10/23/2013,2013,296,43,1,7:34,214,NA,691,3456,26.77916667,1007.295833,8.325
501,10/23/2013,2013,296,43,2,10:45,565,NA,691,3456,26.77916667,1007.295833,8.325
504,10/23/2013,2013,296,43,3,11:52,528,NA,691,3456,26.77916667,1007.295833,8.325
502,10/23/2013,2013,296,43,4,12:54,425,NA,691,3456,26.77916667,1007.295833,8.325
506,10/23/2013,2013,296,43,5,15:10,1724,NA,691,3456,26.77916667,1007.295833,8.325
797,10/31/2013,2013,304,44,1,7:54,1251,0.55,388,2327,25.5875,1022.479167,5.675
799,10/31/2013,2013,304,44,2,9:26,211,0.6,388,2327,25.5875,1022.479167,5.675
800,10/31/2013,2013,304,44,3,10:20,39,0.49,388,2327,25.5875,1022.479167,5.675
802,10/31/2013,2013,304,44,4,11:56,16,0.63,388,2327,25.5875,1022.479167,5.675
798,10/31/2013,2013,304,44,5,12:53,55,0.43,388,2327,25.5875,1022.479167,5.675
801,10/31/2013,2013,304,44,6,14:05,755,0.53,388,2327,25.5875,1022.479167,5.675
1504,11/6/2013,2013,310,45,1,7:23,118,NA,150,902,24.9125,1022.2375,9.779166667
1498,11/6/2013,2013,310,45,2,8:13,31,NA,150,902,24.9125,1022.2375,9.779166667
1499,11/6/2013,2013,310,45,3,9:18,93,NA,150,902,24.9125,1022.2375,9.779166667
1502,11/6/2013,2013,310,45,4,10:09,275,NA,150,902,24.9125,1022.2375,9.779166667
1503,11/6/2013,2013,310,45,5,11:10,151,NA,150,902,24.9125,1022.2375,9.779166667
1500,11/6/2013,2013,310,45,6,12:12,234,NA,150,902,24.9125,1022.2375,9.779166667
1105,11/14/2013,2013,318,46,1,10:09,1,NA,29,143,23.9,1027.404167,7.445833333
1100,11/14/2013,2013,318,46,2,11:02,3,NA,29,143,23.9,1027.404167,7.445833333
1103,11/14/2013,2013,318,46,3,12:00,92,NA,29,143,23.9,1027.404167,7.445833333
1104,11/14/2013,2013,318,46,4,12:56,29,NA,29,143,23.9,1027.404167,7.445833333
1106,11/14/2013,2013,318,46,5,13:46,18,NA,29,143,23.9,1027.404167,7.445833333
882,10/8/2014,2014,281,41,1,9:14,26,NA,136,817,26.87391304,1018.2,5.926086957
880,10/8/2014,2014,281,41,2,10:40,24,NA,136,817,26.87391304,1018.2,5.926086957
881,10/8/2014,2014,281,41,3,11:34,136,NA,136,817,26.87391304,1018.2,5.926086957
879,10/8/2014,2014,281,41,4,12:25,154,NA,136,817,26.87391304,1018.2,5.926086957
883,10/8/2014,2014,281,41,5,13:38,47,NA,136,817,26.87391304,1018.2,5.926086957
884,10/8/2014,2014,281,41,6,14:26,430,NA,136,817,26.87391304,1018.2,5.926086957
178,10/15/2014,2014,288,42,1,7:25,208,0.3,490,2450,26.55416667,1011.933333,7.020833333
175,10/15/2014,2014,288,42,2,8:21,595,0.18,490,2450,26.55416667,1011.933333,7.020833333
176,10/15/2014,2014,288,42,3,9:45,1400,0.22,490,2450,26.55416667,1011.933333,7.020833333
180,10/15/2014,2014,288,42,4,11:17,247,0.24,490,2450,26.55416667,1011.933333,7.020833333
177,10/15/2014,2014,288,42,5,12:26,0,NA,490,2450,26.55416667,1011.933333,7.020833333
407,10/21/2014,2014,294,43,1,8:22,77,0.45,311,1866,26.325,1013.583333,3.2625
408,10/21/2014,2014,294,43,2,9:30,132,0.4,311,1866,26.325,1013.583333,3.2625
403,10/21/2014,2014,294,43,3,11:05,93,0.35,311,1866,26.325,1013.583333,3.2625
406,10/21/2014,2014,294,43,4,12:16,223,0.5,311,1866,26.325,1013.583333,3.2625
405,10/21/2014,2014,294,43,5,13:26,693,0.5,311,1866,26.325,1013.583333,3.2625
409,10/21/2014,2014,294,43,6,14:45,648,0.5,311,1866,26.325,1013.583333,3.2625
729,10/29/2014,2014,302,44,1,7:40,125,0.4,221,1325,24.73333333,1017.9,5.720833333
730,10/29/2014,2014,302,44,2,8:49,196,0.6,221,1325,24.73333333,1017.9,5.720833333
734,10/29/2014,2014,302,44,3,9:43,325,0.45,221,1325,24.73333333,1017.9,5.720833333
731,10/29/2014,2014,302,44,4,10:46,97,0.63,221,1325,24.73333333,1017.9,5.720833333
732,10/29/2014,2014,302,44,5,11:46,213,0.4,221,1325,24.73333333,1017.9,5.720833333
733,10/29/2014,2014,302,44,6,12:48,369,0.6,221,1325,24.73333333,1017.9,5.720833333
1447,11/5/2014,2014,309,45,1,8:12,102,NA,78,470,24.55833333,1025.108333,2.804166667
1448,11/5/2014,2014,309,45,2,9:06,2,NA,78,470,24.55833333,1025.108333,2.804166667
1446,11/5/2014,2014,309,45,3,10:19,32,NA,78,470,24.55833333,1025.108333,2.804166667
1442,11/5/2014,2014,309,45,4,11:22,0,NA,78,470,24.55833333,1025.108333,2.804166667
1443,11/5/2014,2014,309,45,5,12:25,157,NA,78,470,24.55833333,1025.108333,2.804166667
1444,11/5/2014,2014,309,45,6,13:29,177,NA,78,470,24.55833333,1025.108333,2.804166667
1046,11/12/2014,2014,316,46,1,7:31,149,NA,130,778,23.77083333,1013.608333,4.7625
1050,11/12/2014,2014,316,46,2,8:23,46,NA,130,778,23.77083333,1013.608333,4.7625
1049,11/12/2014,2014,316,46,3,9:44,168,NA,130,778,23.77083333,1013.608333,4.7625
1047,11/12/2014,2014,316,46,4,10:41,165,NA,130,778,23.77083333,1013.608333,4.7625
1045,11/12/2014,2014,316,46,5,11:53,126,NA,130,778,23.77083333,1013.608333,4.7625
1051,11/12/2014,2014,316,46,6,12:55,124,NA,130,778,23.77083333,1013.608333,4.7625
890,10/8/2015,2015,281,41,1,7:45,9,NA,17,99,27.43333333,1018.3,5.591666667
889,10/8/2015,2015,281,41,2,8:49,1,NA,17,99,27.43333333,1018.3,5.591666667
887,10/8/2015,2015,281,41,3,9:51,44,NA,17,99,27.43333333,1018.3,5.591666667
886,10/8/2015,2015,281,41,4,11:06,42,NA,17,99,27.43333333,1018.3,5.591666667
892,10/8/2015,2015,281,41,5,12:00,3,NA,17,99,27.43333333,1018.3,5.591666667
891,10/8/2015,2015,281,41,6,13:10,0,NA,17,99,27.43333333,1018.3,5.591666667
140,10/14/2015,2015,287,42,1,8:23,39,NA,119,714,26.6125,1011.516667,6.879166667
146,10/14/2015,2015,287,42,2,9:22,69,NA,119,714,26.6125,1011.516667,6.879166667
143,10/14/2015,2015,287,42,3,10:25,120,NA,119,714,26.6125,1011.516667,6.879166667
141,10/14/2015,2015,287,42,4,11:32,248,NA,119,714,26.6125,1011.516667,6.879166667
145,10/14/2015,2015,287,42,5,12:39,150,NA,119,714,26.6125,1011.516667,6.879166667
142,10/14/2015,2015,287,42,6,12:48,88,NA,119,714,26.6125,1011.516667,6.879166667
416,10/21/2015,2015,294,43,1,7:44,169,NA,197,1182,25.47826087,1024.991304,7.652173913
415,10/21/2015,2015,294,43,2,8:47,58,NA,197,1182,25.47826087,1024.991304,7.652173913
412,10/21/2015,2015,294,43,3,9:53,198,NA,197,1182,25.47826087,1024.991304,7.652173913
413,10/21/2015,2015,294,43,4,10:50,516,NA,197,1182,25.47826087,1024.991304,7.652173913
414,10/21/2015,2015,294,43,5,11:50,208,NA,197,1182,25.47826087,1024.991304,7.652173913
411,10/21/2015,2015,294,43,6,13:00,33,NA,197,1182,25.47826087,1024.991304,7.652173913
639,10/27/2015,2015,300,44,1,8:39,79,NA,201,1206,25.85,1018.458333,9.620833333
643,10/27/2015,2015,300,44,2,10:26,28,NA,201,1206,25.85,1018.458333,9.620833333
641,10/27/2015,2015,300,44,3,12:03,40,NA,201,1206,25.85,1018.458333,9.620833333
644,10/27/2015,2015,300,44,4,13:21,38,NA,201,1206,25.85,1018.458333,9.620833333
640,10/27/2015,2015,300,44,5,14:25,108,NA,201,1206,25.85,1018.458333,9.620833333
645,10/27/2015,2015,300,44,6,15:28,913,NA,201,1206,25.85,1018.458333,9.620833333
1404,11/4/2015,2015,308,45,1,7:32,538,NA,757,3842,25.60416667,1020.416667,3.808333333
1405,11/4/2015,2015,308,45,2,8:35,1007,NA,757,3842,25.60416667,1020.416667,3.808333333
1401,11/4/2015,2015,308,45,3,9:46,1077,NA,757,3842,25.60416667,1020.416667,3.808333333
1406,11/4/2015,2015,308,45,4,11:40,883,NA,757,3842,25.60416667,1020.416667,3.808333333
1402,11/4/2015,2015,308,45,5,12:40,278,NA,757,3842,25.60416667,1020.416667,3.808333333
1403,11/4/2015,2015,308,45,6,14:00,59,NA,757,3842,25.60416667,1020.416667,3.808333333
